Date,Iqamah_Fajr,Iqamah_Zuhr,Iqamah_Asr,Iqamah_Maghrib,Iqamah_Isha,Jumuah
4/3,5:15 AM,1:15 PM,6:00 PM,sunset+10,9:10 PM,1:15 PM
4/4,5:15 AM,1:15 PM,6:00 PM,sunset+10,9:10 PM,1:15 PM
4/5,5:15 AM,1:15 PM,6:00 PM,sunset+10,9:10 PM,1:15 PM
4/6,5:15 AM,1:15 PM,6:00 PM,sunset+10,9:10 PM,1:15 PM
4/7,5:15 AM,1:15 PM,6:00 PM,sunset+10,9:10 PM,1:15 PM
4/8,5:15 AM,1:15 PM,6:00 PM,sunset+10,9:10 PM,1:15 PM
4/9,5:15 AM,1:15 PM,6:00 PM,sunset+10,9:10 PM,1:15 PM
4/10,5:15 AM,1:15 PM,6:00 PM,sunset+10,9:10 PM,1:15 PM
4/11,5:15 AM,1:15 PM,6:00 PM,sunset+10,9:10 PM,1:15 PM
4/12,5:30 AM,1:15 PM,6:00 PM,sunset+10,9:10 PM,1:15 PM
4/13,5:30 AM,1:15 PM,6:00 PM,sunset+10,9:15 PM,1:15 PM
4/14,5:00 AM,1:15 PM,6:00 PM,sunset+10,9:20 PM,1:15 PM
4/15,5:00 AM,1:15 PM,6:00 PM,sunset+10,9:20 PM,1:15 PM
4/16,5:00 AM,1:15 PM,6:00 PM,sunset+10,9:20 PM,1:15 PM
4/17,5:00 AM,1:15 PM,6:00 PM,sunset+10,9:20 PM,1:15 PM
4/18,5:00 AM,1:15 PM,6:00 PM,sunset+10,9:20 PM,1:15 PM
4/19,5:00 AM,1:15 PM,6:00 PM,sunset+10,9:20 PM,1:15 PM
4/20,5:00 AM,1:15 PM,6:00 PM,sunset+10,9:20 PM,1:15 PM
4/21,4:45 AM,1:15 PM,6:00 PM,sunset+10,9:30 PM,1:15 PM
4/22,4:45 AM,1:15 PM,6:00 PM,sunset+10,9:30 PM,1:15 PM
4/23,4:45 AM,1:15 PM,6:00 PM,sunset+10,9:30 PM,1:15 PM
4/24,4:45 AM,1:15 PM,6:00 PM,sunset+10,9:30 PM,1:15 PM
4/25,4:45 AM,1:15 PM,6:00 PM,sunset+10,9:30 PM,1:15 PM
4/26,4:45 AM,1:15 PM,6:00 PM,sunset+10,9:30 PM,1:15 PM
4/27,4:45 AM,1:15 PM,6:00 PM,sunset+10,9:30 PM,1:15 PM
4/28,4:30 AM,1:15 PM,6:15 PM,sunset+10,9:45 PM,1:15 PM
4/29,4:30 AM,1:15 PM,6:15 PM,sunset+10,9:45 PM,1:15 PM
4/30,4:30 AM,1:15 PM,6:15 PM,sunset+10,9:45 PM,1:15 PM
5/1,4:30 AM,1:15 PM,6:15 PM,sunset+10,9:45 PM,1:15 PM
5/2,5:00 AM,1:15 PM,6:15 PM,8:00 PM,9:45 PM,1:15 PM
5/3,5:00 AM,1:15 PM,6:15 PM,8:00 PM,9:45 PM,1:15 PM
5/4,5:00 AM,1:15 PM,6:15 PM,8:00 PM,9:45 PM,1:15 PM
5/5,5:00 AM,1:15 PM,6:15 PM,8:00 PM,9:45 PM,1:15 PM
5/6,5:00 AM,1:15 PM,6:15 PM,8:00 PM,9:45 PM,1:15 PM
5/7,4:15 AM,1:15 PM,6:15 PM,8:00 PM,9:50 PM,1:15 PM
5/8,4:15 AM,1:15 PM,6:15 PM,8:00 PM,9:50 PM,1:15 PM
5/9,4:15 AM,1:15 PM,6:15 PM,8:00 PM,9:50 PM,1:15 PM
5/10,4:15 AM,1:15 PM,6:15 PM,8:00 PM,9:50 PM,1:15 PM
5/11,4:15 AM,1:15 PM,6:15 PM,8:00 PM,9:50 PM,1:15 PM
5/12,4:15 AM,1:15 PM,6:15 PM,8:00 PM,9:50 PM,1:15 PM
5/13,4:15 AM,1:15 PM,6:15 PM,8:00 PM,9:50 PM,1:15 PM
5/14,4:15 AM,1:15 PM,6:15 PM,8:00 PM,10:00 PM,1:15 PM
5/15,4:15 AM,1:15 PM,6:15 PM,8:00 PM,10:00 PM,1:15 PM
5/16,4:15 AM,1:15 PM,6:15 PM,8:00 PM,10:00 PM,1:15 PM
5/17,4:15 AM,1:15 PM,6:15 PM,8:00 PM,10:00 PM,1:15 PM
5/18,4:15 AM,1:15 PM,6:15 PM,8:00 PM,10:00 PM,1:15 PM
5/19,4:15 AM,1:15 PM,6:15 PM,8:00 PM,10:00 PM,1:15 PM
5/20,4:15 AM,1:15 PM,6:15 PM,8:00 PM,10:00 PM,1:15 PM
5/21,4:00 AM,1:15 PM,6:30 PM,8:00 PM,10:10 PM,1:15 PM
5/22,4:00 AM,1:15 PM,6:30 PM,8:00 PM,10:10 PM,1:15 PM
5/23,4:00 AM,1:15 PM,6:30 PM,8:00 PM,10:10 PM,1:15 PM
5/24,4:45 AM,1:15 PM,6:30 PM,8:25 PM,10:10 PM,1:15 PM
5/25,4:45 AM,1:15 PM,6:30 PM,8:25 PM,10:10 PM,1:15 PM
5/26,4:45 AM,1:15 PM,6:30 PM,8:25 PM,10:10 PM,1:15 PM
5/27,4:45 AM,1:15 PM,6:30 PM,8:25 PM,10:10 PM,1:15 PM
5/28,4:45 AM,1:15 PM,6:30 PM,8:25 PM,10:20 PM,1:15 PM
5/29,4:45 AM,1:15 PM,6:30 PM,8:25 PM,10:20 PM,1:15 PM
5/30,4:45 AM,1:15 PM,6:30 PM,8:25 PM,10:20 PM,1:15 PM
5/31,4:45 AM,1:15 PM,6:30 PM,8:25 PM,10:20 PM,1:15 PM
6/1,4:45 AM,1:15 PM,6:30 PM,8:25 PM,10:20 PM,1:15 PM
6/2,4:45 AM,1:15 PM,6:30 PM,8:30 PM,10:20 PM,1:15 PM
6/3,4:45 AM,1:15 PM,6:30 PM,8:30 PM,10:20 PM,1:15 PM
6/4,4:45 AM,1:15 PM,6:30 PM,8:30 PM,10:20 PM,1:15 PM
6/5,4:45 AM,1:15 PM,6:30 PM,8:30 PM,10:20 PM,1:15 PM
6/6,4:45 AM,1:15 PM,6:30 PM,8:30 PM,10:20 PM,1:15 PM
6/7,4:45 AM,1:15 PM,6:30 PM,8:30 PM,10:20 PM,1:15 PM
6/8,4:45 AM,1:15 PM,6:30 PM,8:30 PM,10:20 PM,1:15 PM
6/9,4:45 AM,1:15 PM,6:30 PM,8:30 PM,10:30 PM,1:15 PM
6/10,4:45 AM,1:15 PM,6:30 PM,8:30 PM,10:30 PM,1:15 PM
6/11,4:45 AM,1:15 PM,6:30 PM,8:30 PM,10:30 PM,1:15 PM
6/12,4:45 AM,1:15 PM,6:30 PM,8:30 PM,10:30 PM,1:15 PM
6/13,4:45 AM,1:15 PM,6:30 PM,8:30 PM,10:30 PM,1:15 PM
6/14,4:45 AM,1:15 PM,6:30 PM,8:35 PM,10:30 PM,1:15 PM
6/15,4:45 AM,1:15 PM,6:30 PM,8:35 PM,10:30 PM,1:15 PM
6/16,4:45 AM,1:15 PM,6:30 PM,8:35 PM,10:30 PM,1:15 PM
6/17,4:45 AM,1:15 PM,6:30 PM,8:35 PM,10:30 PM,1:15 PM
6/18,4:45 AM,1:15 PM,6:30 PM,8:35 PM,10:30 PM,1:15 PM
6/19,4:45 AM,1:15 PM,6:30 PM,8:35 PM,10:30 PM,1:15 PM
6/20,4:45 AM,1:15 PM,6:30 PM,8:35 PM,10:30 PM,1:15 PM
6/21,4:45 AM,1:15 PM,6:30 PM,8:35 PM,10:30 PM,1:15 PM
6/22,4:45 AM,1:15 PM,6:30 PM,8:35 PM,10:30 PM,1:15 PM
6/23,4:45 AM,1:15 PM,6:30 PM,8:35 PM,10:30 PM,1:15 PM
6/24,4:45 AM,1:15 PM,6:30 PM,8:35 PM,10:30 PM,1:15 PM
6/25,4:45 AM,1:15 PM,6:30 PM,8:35 PM,10:30 PM,1:15 PM
6/26,4:45 AM,1:15 PM,6:30 PM,8:35 PM,10:30 PM,1:15 PM
6/27,4:45 AM,1:15 PM,6:30 PM,8:35 PM,10:30 PM,1:15 PM
6/28,4:45 AM,1:15 PM,6:30 PM,8:35 PM,10:30 PM,1:15 PM
6/29,4:45 AM,1:15 PM,6:30 PM,8:35 PM,10:30 PM,1:15 PM
6/30,4:45 AM,1:15 PM,6:30 PM,8:35 PM,10:30 PM,1:15 PM
7/1,4:45 AM,1:15 PM,6:30 PM,8:35 PM,10:30 PM,1:15 PM
7/2,4:45 AM,1:15 PM,6:30 PM,8:35 PM,10:30 PM,1:15 PM
7/3,4:45 AM,1:15 PM,6:30 PM,8:35 PM,10:30 PM,1:15 PM
7/4,4:45 AM,1:15 PM,6:30 PM,8:35 PM,10:30 PM,1:15 PM
7/5,4:45 AM,1:15 PM,6:30 PM,8:35 PM,10:30 PM,1:15 PM
7/6,4:45 AM,1:15 PM,6:30 PM,8:35 PM,10:30 PM,1:15 PM
7/7,4:45 AM,1:15 PM,6:30 PM,8:35 PM,10:30 PM,1:15 PM
7/8,4:45 AM,1:15 PM,6:30 PM,8:35 PM,10:30 PM,1:15 PM
7/9,4:45 AM,1:15 PM,6:30 PM,8:35 PM,10:30 PM,1:15 PM
7/10,4:45 AM,1:15 PM,6:30 PM,8:35 PM,10:30 PM,1:15 PM
7/11,4:45 AM,1:15 PM,6:30 PM,8:35 PM,10:30 PM,1:15 PM
7/12,4:45 AM,1:15 PM,6:30 PM,8:30 PM,10:20 PM,1:15 PM
7/13,4:45 AM,1:15 PM,6:30 PM,8:30 PM,10:20 PM,1:15 PM
7/14,4:45 AM,1:15 PM,6:30 PM,8:30 PM,10:20 PM,1:15 PM
7/15,4:45 AM,1:15 PM,6:30 PM,8:30 PM,10:20 PM,1:15 PM
7/16,4:45 AM,1:15 PM,6:30 PM,8:30 PM,10:20 PM,1:15 PM
7/17,4:45 AM,1:15 PM,6:30 PM,8:30 PM,10:20 PM,1:15 PM
7/18,4:45 AM,1:15 PM,6:30 PM,8:30 PM,10:20 PM,1:15 PM
7/19,4:45 AM,1:15 PM,6:30 PM,8:30 PM,10:20 PM,1:15 PM
7/20,4:45 AM,1:15 PM,6:30 PM,8:30 PM,10:20 PM,1:15 PM
7/21,4:45 AM,1:15 PM,6:30 PM,8:30 PM,10:20 PM,1:15 PM
7/22,4:45 AM,1:15 PM,6:30 PM,8:25 PM,10:10 PM,1:15 PM
7/23,4:45 AM,1:15 PM,6:30 PM,8:25 PM,10:10 PM,1:15 PM
7/24,4:45 AM,1:15 PM,6:30 PM,8:25 PM,10:10 PM,1:15 PM
7/25,4:45 AM,1:15 PM,6:30 PM,8:25 PM,10:10 PM,1:15 PM
7/26,4:45 AM,1:15 PM,6:30 PM,8:25 PM,10:10 PM,1:15 PM
7/27,5:00 AM,1:15 PM,6:15 PM,8:20 PM,10:10 PM,1:15 PM
7/28,5:00 AM,1:15 PM,6:15 PM,8:20 PM,10:10 PM,1:15 PM
7/29,5:00 AM,1:15 PM,6:15 PM,8:20 PM,10:10 PM,1:15 PM
7/30,5:00 AM,1:15 PM,6:15 PM,8:20 PM,10:10 PM,1:15 PM
7/31,5:00 AM,1:15 PM,6:15 PM,8:20 PM,10:10 PM,1:15 PM
8/1,5:00 AM,1:15 PM,6:15 PM,8:20 PM,10:10 PM,1:15 PM
8/2,5:00 AM,1:15 PM,6:15 PM,8:15 PM,10:00 PM,1:15 PM
8/3,5:00 AM,1:15 PM,6:15 PM,8:15 PM,10:00 PM,1:15 PM
8/4,5:00 AM,1:15 PM,6:15 PM,8:15 PM,10:00 PM,1:15 PM
8/5,5:00 AM,1:15 PM,6:15 PM,8:15 PM,10:00 PM,1:15 PM
8/6,5:00 AM,1:15 PM,6:15 PM,8:10 PM,10:00 PM,1:15 PM
8/7,5:00 AM,1:15 PM,6:15 PM,8:10 PM,10:00 PM,1:15 PM
8/8,5:00 AM,1:15 PM,6:15 PM,8:10 PM,10:00 PM,1:15 PM
8/9,5:00 AM,1:15 PM,6:15 PM,8:10 PM,10:00 PM,1:15 PM
8/10,5:15 AM,1:15 PM,6:15 PM,8:05 PM,9:45 PM,1:15 PM
8/11,5:15 AM,1:15 PM,6:15 PM,8:05 PM,9:45 PM,1:15 PM
8/12,5:15 AM,1:15 PM,6:15 PM,8:05 PM,9:45 PM,1:15 PM
8/13,5:15 AM,1:15 PM,6:15 PM,8:05 PM,9:45 PM,1:15 PM
8/14,5:15 AM,1:15 PM,6:15 PM,8:00 PM,9:45 PM,1:15 PM
8/15,5:15 AM,1:15 PM,6:15 PM,8:00 PM,9:45 PM,1:15 PM
8/16,5:15 AM,1:15 PM,6:15 PM,8:00 PM,9:45 PM,1:15 PM
8/17,5:15 AM,1:15 PM,6:15 PM,8:00 PM,9:45 PM,1:15 PM
8/18,5:15 AM,1:15 PM,6:15 PM,8:00 PM,9:45 PM,1:15 PM
8/19,5:15 AM,1:15 PM,6:15 PM,8:00 PM,9:45 PM,1:15 PM
8/20,5:15 AM,1:15 PM,6:15 PM,7:55 PM,9:30 PM,1:15 PM
8/21,5:15 AM,1:15 PM,6:15 PM,7:55 PM,9:30 PM,1:15 PM
8/22,5:15 AM,1:15 PM,6:15 PM,7:55 PM,9:30 PM,1:15 PM
8/23,5:15 AM,1:15 PM,6:15 PM,7:55 PM,9:30 PM,1:15 PM
8/24,5:15 AM,1:15 PM,6:15 PM,7:55 PM,9:30 PM,1:15 PM
8/25,5:30 AM,1:15 PM,6:00 PM,7:45 PM,9:30 PM,1:15 PM
8/26,5:30 AM,1:15 PM,6:00 PM,7:45 PM,9:30 PM,1:15 PM
8/27,5:30 AM,1:15 PM,6:00 PM,7:45 PM,9:30 PM,1:15 PM
8/28,5:30 AM,1:15 PM,6:00 PM,7:45 PM,9:30 PM,1:15 PM
8/29,5:30 AM,1:15 PM,6:00 PM,7:40 PM,9:15 PM,1:15 PM
8/30,5:30 AM,1:15 PM,6:00 PM,7:40 PM,9:15 PM,1:15 PM
8/31,5:30 AM,1:15 PM,6:00 PM,7:40 PM,9:15 PM,1:15 PM
9/1,5:30 AM,1:15 PM,6:00 PM,7:40 PM,9:15 PM,1:15 PM
9/2,5:30 AM,1:15 PM,6:00 PM,7:35 PM,9:15 PM,1:15 PM
9/3,5:30 AM,1:15 PM,6:00 PM,7:35 PM,9:15 PM,1:15 PM
9/4,5:30 AM,1:15 PM,5:45 PM,7:30 PM,9:15 PM,1:15 PM
9/5,5:30 AM,1:15 PM,5:45 PM,7:30 PM,9:15 PM,1:15 PM
9/6,5:30 AM,1:15 PM,5:45 PM,7:30 PM,9:15 PM,1:15 PM
9/7,5:30 AM,1:15 PM,5:45 PM,7:25 PM,9:00 PM,1:15 PM
9/8,5:30 AM,1:15 PM,5:45 PM,7:25 PM,9:00 PM,1:15 PM
9/9,5:30 AM,1:15 PM,5:45 PM,7:25 PM,9:00 PM,1:15 PM
9/10,5:45 AM,1:15 PM,5:45 PM,7:20 PM,9:00 PM,1:15 PM
9/11,5:45 AM,1:15 PM,5:45 PM,7:20 PM,9:00 PM,1:15 PM
9/12,5:45 AM,1:15 PM,5:45 PM,7:20 PM,9:00 PM,1:15 PM
9/13,5:45 AM,1:15 PM,5:45 PM,7:15 PM,9:00 PM,1:15 PM
9/14,5:45 AM,1:15 PM,5:45 PM,7:15 PM,9:00 PM,1:15 PM
9/15,5:45 AM,1:15 PM,5:45 PM,7:15 PM,9:00 PM,1:15 PM
9/16,5:45 AM,1:15 PM,5:30 PM,7:10 PM,8:45 PM,1:15 PM
9/17,5:45 AM,1:15 PM,5:30 PM,7:10 PM,8:45 PM,1:15 PM
9/18,5:45 AM,1:15 PM,5:30 PM,7:10 PM,8:45 PM,1:15 PM
9/19,5:45 AM,1:15 PM,5:30 PM,7:05 PM,8:45 PM,1:15 PM
9/20,5:45 AM,1:15 PM,5:30 PM,7:05 PM,8:45 PM,1:15 PM
9/21,5:45 AM,1:15 PM,5:30 PM,7:05 PM,8:45 PM,1:15 PM
9/22,5:45 AM,1:15 PM,5:30 PM,7:00 PM,8:45 PM,1:15 PM
9/23,5:45 AM,1:15 PM,5:30 PM,7:00 PM,8:45 PM,1:15 PM
9/24,5:45 AM,1:15 PM,5:30 PM,7:00 PM,8:45 PM,1:15 PM
9/25,5:45 AM,1:15 PM,5:30 PM,6:55 PM,8:30 PM,1:15 PM
9/26,5:45 AM,1:15 PM,5:30 PM,6:55 PM,8:30 PM,1:15 PM
9/27,5:45 AM,1:15 PM,5:30 PM,6:55 PM,8:30 PM,1:15 PM
9/28,6:00 AM,1:15 PM,5:15 PM,6:50 PM,8:30 PM,1:15 PM
9/29,6:00 AM,1:15 PM,5:15 PM,6:50 PM,8:30 PM,1:15 PM
9/30,6:00 AM,1:15 PM,5:15 PM,6:50 PM,8:30 PM,1:15 PM
10/1,6:00 AM,1:15 PM,5:15 PM,6:50 PM,8:30 PM,1:15 PM
10/2,6:00 AM,1:15 PM,5:15 PM,6:45 PM,8:30 PM,1:15 PM
10/3,6:00 AM,1:15 PM,5:15 PM,6:45 PM,8:30 PM,1:15 PM
10/4,6:00 AM,1:15 PM,5:15 PM,6:40 PM,8:15 PM,1:15 PM
10/5,6:00 AM,1:15 PM,5:15 PM,6:40 PM,8:15 PM,1:15 PM
10/6,6:00 AM,1:15 PM,5:15 PM,6:40 PM,8:15 PM,1:15 PM
10/7,6:00 AM,1:15 PM,5:15 PM,6:40 PM,8:15 PM,1:15 PM
10/8,6:00 AM,1:15 PM,5:00 PM,6:35 PM,8:15 PM,1:15 PM
10/9,6:00 AM,1:15 PM,5:00 PM,6:35 PM,8:15 PM,1:15 PM
10/10,6:00 AM,1:15 PM,5:00 PM,6:35 PM,8:15 PM,1:15 PM
10/11,6:00 AM,1:15 PM,5:00 PM,6:30 PM,8:15 PM,1:15 PM
10/12,6:00 AM,1:15 PM,5:00 PM,6:30 PM,8:15 PM,1:15 PM
10/13,6:00 AM,1:15 PM,5:00 PM,6:30 PM,8:15 PM,1:15 PM
10/14,6:15 AM,1:15 PM,5:00 PM,6:25 PM,8:00 PM,1:15 PM
10/15,6:15 AM,1:15 PM,5:00 PM,6:25 PM,8:00 PM,1:15 PM
10/16,6:15 AM,1:15 PM,5:00 PM,6:25 PM,8:00 PM,1:15 PM
10/17,6:15 AM,1:15 PM,5:00 PM,6:20 PM,8:00 PM,1:15 PM
10/18,6:15 AM,1:15 PM,5:00 PM,6:20 PM,8:00 PM,1:15 PM
10/19,6:15 AM,1:15 PM,5:00 PM,6:20 PM,8:00 PM,1:15 PM
10/20,6:15 AM,1:15 PM,5:00 PM,6:20 PM,8:00 PM,1:15 PM
10/21,6:15 AM,1:15 PM,4:45 PM,6:15 PM,8:00 PM,1:15 PM
10/22,6:15 AM,1:15 PM,4:45 PM,6:15 PM,8:00 PM,1:15 PM
10/23,6:15 AM,1:15 PM,4:45 PM,6:15 PM,8:00 PM,1:15 PM
10/24,6:15 AM,1:15 PM,4:45 PM,6:10 PM,7:45 PM,1:15 PM
10/25,6:15 AM,1:15 PM,4:45 PM,6:10 PM,7:45 PM,1:15 PM
10/26,6:15 AM,1:15 PM,4:45 PM,6:10 PM,7:45 PM,1:15 PM
10/27,6:15 AM,1:15 PM,4:45 PM,6:10 PM,7:45 PM,1:15 PM
10/28,6:15 AM,1:15 PM,4:45 PM,6:05 PM,7:45 PM,1:15 PM
10/29,6:15 AM,1:15 PM,4:45 PM,6:05 PM,7:45 PM,1:15 PM
